,location,location_name,super_region_name,region_name,year,mean,global_rank,super_region_rank
435,HND,Honduras,Latin America and Caribbean,Central Latin America,2005,0.153,105.5,20.5
447,HTI,Haiti,Latin America and Caribbean,Caribbean,2005,0.081,155.0,29.0
507,JAM,Jamaica,Latin America and Caribbean,Caribbean,2005,0.201,64.0,12.0
591,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,2005,0.164,101.0,17.0
651,MEX,Mexico,Latin America and Caribbean,Central Latin America,2005,0.261,27.0,4.0
747,NIC,Nicaragua,Latin America and Caribbean,Central Latin America,2005,0.197,67.0,13.0
789,PAN,Panama,Latin America and Caribbean,Central Latin America,2005,0.137,117.0,25.0
795,PER,Peru,Latin America and Caribbean,Andean Latin America,2005,0.149,109.0,22.0
831,PRY,Paraguay,Latin America and Caribbean,Tropical Latin America,2005,0.258,28.0,5.0
903,SLV,El Salvador,Latin America and Caribbean,Central Latin America,2005,0.195,70.0,14.0
933,SUR,Suriname,Latin America and Caribbean,Caribbean,2005,0.218,49.0,9.0
1017,TTO,Trinidad and Tobago,Latin America and Caribbean,Caribbean,2005,0.268,23.0,3.0
1077,VCT,Saint Vincent and the Grenadines,Latin America and Caribbean,Caribbean,2005,0.177,90.0,15.0
1083,VEN,Venezuela,Latin America and Caribbean,Central Latin America,2005,0.154,103.5,18.5
195,CHN,China,"Southeast Asia, East Asia, and Oceania",East Asia,2005,0.035,177.5,20.0
345,FJI,Fiji,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.241,35.5,7.0
357,FSM,Federated States of Micronesia,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.431,6.0,4.0
459,IDN,Indonesia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.054,164.0,14.0
543,KHM,Cambodia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.019,187.0,22.0
549,KIR,Kiribati,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.463,5.0,3.0
567,LAO,Laos,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.051,165.0,15.0
597,LKA,Sri Lanka,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.049,166.0,16.0
645,MDV,Maldives,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.115,133.5,10.0
657,MHL,Marshall Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.399,8.0,5.0
681,MMR,Myanmar,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.06,160.5,13.0
723,MYS,Malaysia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.131,124.5,9.0
801,PHL,Philippines,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.046,168.5,18.5
807,PNG,Papua New Guinea,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.09,150.0,11.0
819,PRK,North Korea,"Southeast Asia, East Asia, and Oceania",East Asia,2005,0.025,184.5,21.0
891,SLB,Solomon Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.305,17.0,6.0
987,THA,Thailand,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.08,156.0,12.0
1005,TLS,Timor-Leste,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.046,168.5,18.5
1011,TON,Tonga,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.595,1.0,1.0
1035,TWN,Taiwan,"Southeast Asia, East Asia, and Oceania",East Asia,2005,0.048,167.0,17.0
1089,VNM,Vietnam,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2005,0.014,188.0,23.0
1095,VUT,Vanuatu,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.167,99.0,8.0
1101,WSM,Samoa,"Southeast Asia, East Asia, and Oceania",Oceania,2005,0.562,2.0,2.0
4,AFG,Afghanistan,South Asia,South Asia,2010,0.142,120.0,1.0
94,BGD,Bangladesh,South Asia,South Asia,2010,0.034,180.0,5.0
160,BTN,Bhutan,South Asia,South Asia,2010,0.141,121.5,2.0
466,IND,India,South Asia,South Asia,2010,0.039,176.0,4.0
766,NPL,Nepal,South Asia,South Asia,2010,0.023,186.0,6.0
784,PAK,Pakistan,South Asia,South Asia,2010,0.139,123.5,3.0
10,AGO,Angola,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.151,116.0,13.0
70,BDI,Burundi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.03,181.0,45.0
82,BEN,Benin,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.098,149.0,30.0
88,BFA,Burkina Faso,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.062,162.5,37.5
166,BWA,Botswana,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.152,113.0,12.0
172,CAF,Central African Republic,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.078,157.0,34.0
202,CIV,Cote d'Ivoire,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.086,154.0,32.0
208,CMR,Cameroon,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.141,121.5,14.0
214,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.045,171.5,40.5
220,COG,Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.106,145.0,27.0
232,COM,Comoros,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.132,129.5,17.0
238,CPV,Cape Verde,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.113,139.0,22.0
274,DJI,Djibouti,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.139,123.5,15.0
316,ERI,Eritrea,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.038,177.5,44.0
334,ETH,Ethiopia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.029,182.5,46.5
364,GAB,Gabon,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.195,78.5,8.0
382,GHA,Ghana,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.108,143.0,25.0
388,GIN,Guinea,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.062,162.5,37.5
394,GMB,The Gambia,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.126,134.0,19.0
400,GNB,Guinea-Bissau,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.2,71.5,6.0
406,GNQ,Equatorial Guinea,Sub-Saharan Africa,Central Sub-Saharan Africa,2010,0.293,20.0,1.0
532,KEN,Kenya,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.108,143.0,25.0
580,LBR,Liberia,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.182,92.0,9.0
604,LSO,Lesotho,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.199,73.5,7.0
640,MDG,Madagascar,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.029,182.5,46.5
670,MLI,Mali,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.125,135.0,20.0
700,MOZ,Mozambique,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.065,160.0,36.0
706,MRT,Mauritania,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.171,104.0,10.0
712,MUS,Mauritius,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.127,132.5,18.0
718,MWI,Malawi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.045,171.5,40.5
730,NAM,Namibia,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.136,126.5,16.0
736,NER,Niger,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.045,171.5,40.5
742,NGA,Nigeria,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.11,140.5,23.0
862,RWA,Rwanda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.028,184.0,48.0
880,SEN,Senegal,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.161,107.0,11.0
898,SLE,Sierra Leone,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.085,155.5,33.0
910,SOM,Somalia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.099,147.5,29.0
922,SSD,South Sudan,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.213,60.0,4.0
928,STP,Sao Tome and Principe,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.123,136.0,21.0
958,SWZ,Swaziland,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.233,42.0,3.0
964,SYC,Seychelles,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.208,66.5,5.0
976,TCD,Chad,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.045,171.5,40.5
982,TGO,Togo,Sub-Saharan Africa,Western Sub-Saharan Africa,2010,0.074,158.0,35.0
1042,TZA,Tanzania,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.101,146.0,28.0
1048,UGA,Uganda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.042,174.5,43.0
1114,ZAF,South Africa,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.277,26.0,2.0
1120,ZMB,Zambia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2010,0.095,150.0,31.0
1126,ZWE,Zimbabwe,Sub-Saharan Africa,Southern Sub-Saharan Africa,2010,0.108,143.0,25.0
16,ALB,Albania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.099,147.5,29.0
40,ARM,Armenia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.189,85.5,19.0
64,AZE,Azerbaijan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.199,73.5,12.0
100,BGR,Bulgaria,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.184,89.0,20.0
118,BIH,Bosnia and Herzegovina,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.179,95.0,22.0
124,BLR,Belarus,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.115,138.0,28.0
262,CZE,Czech Republic,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.195,78.5,15.0
328,EST,Estonia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.224,48.0,4.0
376,GEO,Georgia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.25,35.0,1.0
442,HRV,Croatia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.197,75.0,13.0
454,HUN,Hungary,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.232,43.5,2.0
526,KAZ,Kazakhstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.215,56.0,7.5
538,KGZ,Kyrgyzstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.152,113.0,24.5
610,LTU,Lithuania,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.215,56.0,7.5
622,LVA,Latvia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.221,50.0,5.0
634,MDA,Moldova,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.213,60.0,9.0
664,MKD,Macedonia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.192,82.0,17.0
688,MNE,Montenegro,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.216,54.0,6.0
694,MNG,Mongolia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.152,113.0,24.5
814,POL,Poland,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.196,76.5,14.0
850,ROU,Romania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.19,84.0,18.0
856,RUS,Russia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.228,46.0,3.0
916,SRB,Serbia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.175,99.0,23.0
940,SVK,Slovakia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.194,80.0,16.0
946,SVN,Slovenia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2010,0.208,66.5,10.0
994,TJK,Tajikistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.127,132.5,27.0
1000,TKM,Turkmenistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.18,94.0,21.0
1054,UKR,Ukraine,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2010,0.204,70.0,11.0
1072,UZB,Uzbekistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2010,0.133,128.0,26.0
22,AND,Andorra,High-income,Western Europe,2010,0.088,153.0,30.0
34,ARG,Argentina,High-income,Southern Latin America,2010,0.208,66.5,17.5
52,AUS,Australia,High-income,Australasia,2010,0.279,25.0,4.0
58,AUT,Austria,High-income,Western Europe,2010,0.176,96.5,26.0
76,BEL,Belgium,High-income,Western Europe,2010,0.208,66.5,17.5
154,BRN,Brunei,High-income,High-income Asia Pacific,2010,0.035,179.0,33.0
178,CAN,Canada,High-income,High-income North America,2010,0.2,71.5,19.0
184,CHE,Switzerland,High-income,Western Europe,2010,0.175,99.0,27.0
190,CHL,Chile,High-income,Southern Latin America,2010,0.261,32.0,6.0
256,CYP,Cyprus,High-income,Western Europe,2010,0.237,41.0,10.0
268,DEU,Germany,High-income,Western Europe,2010,0.217,52.5,14.0
286,DNK,Denmark,High-income,Western Europe,2010,0.196,76.5,20.0
322,ESP,Spain,High-income,Western Europe,2010,0.211,62.0,16.0
340,FIN,Finland,High-income,Western Europe,2010,0.213,60.0,15.0
352,FRA,France,High-income,Western Europe,2010,0.193,81.0,21.0
370,GBR,United Kingdom,High-income,Western Europe,2010,0.244,39.0,8.0
412,GRC,Greece,High-income,Western Europe,2010,0.188,87.5,23.0
472,IRL,Ireland,High-income,Western Europe,2010,0.223,49.0,12.0
490,ISL,Iceland,High-income,Western Europe,2010,0.275,27.0,5.0
496,ISR,Israel,High-income,Western Europe,2010,0.232,43.5,11.0
502,ITA,Italy,High-income,Western Europe,2010,0.183,90.5,24.5
520,JPN,Japan,High-income,High-income Asia Pacific,2010,0.038,177.5,32.0
556,KOR,South Korea,High-income,High-income Asia Pacific,2010,0.061,164.0,31.0
616,LUX,Luxembourg,High-income,Western Europe,2010,0.248,37.0,7.0
676,MLT,Malta,High-income,Western Europe,2010,0.28,24.0,3.0
754,NLD,Netherlands,High-income,Western Europe,2010,0.131,131.0,28.0
760,NOR,Norway,High-income,Western Europe,2010,0.183,90.5,24.5
772,NZL,New Zealand,High-income,Australasia,2010,0.287,21.0,2.0
826,PRT,Portugal,High-income,Western Europe,2010,0.218,51.0,13.0
886,SGP,Singapore,High-income,High-income Asia Pacific,2010,0.11,140.5,29.0
952,SWE,Sweden,High-income,Western Europe,2010,0.189,85.5,22.0
1060,URY,Uruguay,High-income,Southern Latin America,2010,0.243,40.0,9.0
1066,USA,United States,High-income,High-income North America,2010,0.333,15.0,1.0
28,ARE,United Arab Emirates,North Africa and Middle East,North Africa and Middle East,2010,0.284,22.0,11.0
106,BHR,Bahrain,North Africa and Middle East,North Africa and Middle East,2010,0.347,14.0,8.0
298,DZA,Algeria,North Africa and Middle East,North Africa and Middle East,2010,0.173,102.0,17.0
310,EGY,Egypt,North Africa and Middle East,North Africa and Middle East,2010,0.37,10.0,4.0
478,IRN,Iran,North Africa and Middle East,North Africa and Middle East,2010,0.209,64.0,15.0
484,IRQ,Iraq,North Africa and Middle East,North Africa and Middle East,2010,0.313,17.0,9.0
514,JOR,Jordan,North Africa and Middle East,North Africa and Middle East,2010,0.36,11.0,5.0
562,KWT,Kuwait,North Africa and Middle East,North Africa and Middle East,2010,0.483,3.0,1.0
574,LBN,Lebanon,North Africa and Middle East,North Africa and Middle East,2010,0.272,28.5,12.0
586,LBY,Libya,North Africa and Middle East,North Africa and Middle East,2010,0.431,7.0,3.0
628,MAR,Morocco,North Africa and Middle East,North Africa and Middle East,2010,0.191,83.0,16.0
778,OMN,Oman,North Africa and Middle East,North Africa and Middle East,2010,0.262,31.0,14.0
838,PSE,Palestine,North Africa and Middle East,North Africa and Middle East,2010,0.353,12.0,6.0
844,QAT,Qatar,North Africa and Middle East,North Africa and Middle East,2010,0.467,5.0,2.0
868,SAU,Saudi Arabia,North Africa and Middle East,North Africa and Middle East,2010,0.352,13.0,7.0
874,SDN,Sudan,North Africa and Middle East,North Africa and Middle East,2010,0.152,113.0,18.0
970,SYR,Syria,North Africa and Middle East,North Africa and Middle East,2010,0.312,18.0,10.0
1024,TUN,Tunisia,North Africa and Middle East,North Africa and Middle East,2010,0.136,126.5,20.0
1030,TUR,Turkey,North Africa and Middle East,North Africa and Middle East,2010,0.264,30.0,13.0
1108,YEM,Yemen,North Africa and Middle East,North Africa and Middle East,2010,0.144,119.0,19.0
46,ATG,Antigua and Barbuda,Latin America and Caribbean,Caribbean,2010,0.152,113.0,25.0
112,BHS,The Bahamas,Latin America and Caribbean,Caribbean,2010,0.395,9.0,1.0
130,BLZ,Belize,Latin America and Caribbean,Caribbean,2010,0.332,16.0,2.0
136,BOL,Bolivia,Latin America and Caribbean,Andean Latin America,2010,0.176,96.5,17.0
142,BRA,Brazil,Latin America and Caribbean,Tropical Latin America,2010,0.155,109.0,23.0
148,BRB,Barbados,Latin America and Caribbean,Caribbean,2010,0.25,35.0,6.5
226,COL,Colombia,Latin America and Caribbean,Central Latin America,2010,0.181,93.0,16.0
244,CRI,Costa Rica,Latin America and Caribbean,Central Latin America,2010,0.217,52.5,10.0
250,CUB,Cuba,Latin America and Caribbean,Caribbean,2010,0.227,47.0,9.0
280,DMA,Dominica,Latin America and Caribbean,Caribbean,2010,0.25,35.0,6.5
292,DOM,Dominican Republic,Latin America and Caribbean,Caribbean,2010,0.153,110.0,24.0
304,ECU,Ecuador,Latin America and Caribbean,Andean Latin America,2010,0.132,129.5,28.0
418,GRD,Grenada,Latin America and Caribbean,Caribbean,2010,0.158,108.0,22.0
424,GTM,Guatemala,Latin America and Caribbean,Central Latin America,2010,0.146,118.0,27.0
430,GUY,Guyana,Latin America and Caribbean,Caribbean,2010,0.215,56.0,11.0
436,HND,Honduras,Latin America and Caribbean,Central Latin America,2010,0.175,99.0,18.0
448,HTI,Haiti,Latin America and Caribbean,Caribbean,2010,0.085,155.5,29.0
508,JAM,Jamaica,Latin America and Caribbean,Caribbean,2010,0.214,58.0,12.0
592,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,2010,0.167,105.0,20.0
652,MEX,Mexico,Latin America and Caribbean,Central Latin America,2010,0.272,28.5,4.0
748,NIC,Nicaragua,Latin America and Caribbean,Central Latin America,2010,0.207,69.0,14.0
790,PAN,Panama,Latin America and Caribbean,Central Latin America,2010,0.147,117.0,26.0
796,PER,Peru,Latin America and Caribbean,Andean Latin America,2010,0.162,106.0,21.0
832,PRY,Paraguay,Latin America and Caribbean,Tropical Latin America,2010,0.257,33.0,5.0
904,SLV,El Salvador,Latin America and Caribbean,Central Latin America,2010,0.21,63.0,13.0
934,SUR,Suriname,Latin America and Caribbean,Caribbean,2010,0.23,45.0,8.0
1018,TTO,Trinidad and Tobago,Latin America and Caribbean,Caribbean,2010,0.283,23.0,3.0
1078,VCT,Saint Vincent and the Grenadines,Latin America and Caribbean,Caribbean,2010,0.188,87.5,15.0
1084,VEN,Venezuela,Latin America and Caribbean,Central Latin America,2010,0.174,101.0,19.0
196,CHN,China,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.042,174.5,20.0
346,FJI,Fiji,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.247,38.0,7.0
358,FSM,Federated States of Micronesia,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.444,6.0,4.0
460,IDN,Indonesia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.066,159.0,13.0
544,KHM,Cambodia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.021,187.0,22.0
550,KIR,Kiribati,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.471,4.0,3.0
568,LAO,Laos,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.055,165.0,15.0
598,LKA,Sri Lanka,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.051,167.0,17.0
646,MDV,Maldives,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.122,137.0,10.0
658,MHL,Marshall Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.404,8.0,5.0
682,MMR,Myanmar,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.064,161.0,14.0
724,MYS,Malaysia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.138,125.0,9.0
802,PHL,Philippines,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.05,168.0,18.0
808,PNG,Papua New Guinea,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.094,151.0,11.0
820,PRK,North Korea,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.025,185.0,21.0
892,SLB,Solomon Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.311,19.0,6.0
988,THA,Thailand,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.089,152.0,12.0
1006,TLS,Timor-Leste,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.047,169.0,19.0
1012,TON,Tonga,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.598,1.0,1.0
1036,TWN,Taiwan,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.052,166.0,16.0
1090,VNM,Vietnam,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.015,188.0,23.0
1096,VUT,Vanuatu,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.172,103.0,8.0
1102,WSM,Samoa,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.57,2.0,2.0
5,AFG,Afghanistan,South Asia,South Asia,2013,0.144,122.0,1.0
95,BGD,Bangladesh,South Asia,South Asia,2013,0.036,179.0,5.0
161,BTN,Bhutan,South Asia,South Asia,2013,0.143,124.0,2.5
467,IND,India,South Asia,South Asia,2013,0.039,177.0,4.0
767,NPL,Nepal,South Asia,South Asia,2013,0.024,186.0,6.0
785,PAK,Pakistan,South Asia,South Asia,2013,0.143,124.0,2.5
11,AGO,Angola,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.156,112.5,12.0
71,BDI,Burundi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.031,181.0,45.0
83,BEN,Benin,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.101,148.0,29.0
89,BFA,Burkina Faso,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.063,163.5,37.5
167,BWA,Botswana,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.153,116.0,13.0
173,CAF,Central African Republic,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.08,157.0,34.0
203,CIV,Cote d'Ivoire,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.087,155.5,32.5
209,CMR,Cameroon,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.145,120.5,14.5
215,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.046,171.5,40.5
221,COG,Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.105,145.0,27.0
233,COM,Comoros,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.133,131.5,17.5
239,CPV,Cape Verde,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.115,139.0,22.0
275,DJI,Djibouti,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.145,120.5,14.5
317,ERI,Eritrea,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.039,177.0,44.0
335,ETH,Ethiopia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.029,184.0,48.0
365,GAB,Gabon,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.198,77.0,8.0
383,GHA,Ghana,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.112,141.5,23.5
389,GIN,Guinea,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.063,163.5,37.5
395,GMB,The Gambia,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.133,131.5,17.5
401,GNB,Guinea-Bissau,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.206,71.0,6.0
407,GNQ,Equatorial Guinea,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.298,20.0,1.0
533,KEN,Kenya,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.11,144.0,26.0
581,LBR,Liberia,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.187,90.0,9.0
605,LSO,Lesotho,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.204,73.5,7.0
641,MDG,Madagascar,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.03,182.5,46.5
671,MLI,Mali,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.132,133.5,19.0
701,MOZ,Mozambique,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.066,160.0,36.0
707,MRT,Mauritania,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.174,104.0,10.0
713,MUS,Mauritius,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.131,135.0,20.0
719,MWI,Malawi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.047,170.0,39.0
731,NAM,Namibia,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.136,129.0,16.0
737,NER,Niger,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.046,171.5,40.5
743,NGA,Nigeria,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.111,143.0,25.0
863,RWA,Rwanda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.03,182.5,46.5
881,SEN,Senegal,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.163,108.0,11.0
899,SLE,Sierra Leone,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.087,155.5,32.5
911,SOM,Somalia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.1,149.0,30.0
923,SSD,South Sudan,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.216,59.5,4.0
929,STP,Sao Tome and Principe,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.127,136.0,21.0
959,SWZ,Swaziland,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.231,45.0,3.0
965,SYC,Seychelles,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.207,69.5,5.0
977,TCD,Chad,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.045,173.0,42.0
983,TGO,Togo,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.075,158.0,35.0
1043,TZA,Tanzania,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.104,146.0,28.0
1049,UGA,Uganda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.043,175.0,43.0
1115,ZAF,South Africa,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.288,23.5,2.0
1121,ZMB,Zambia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.096,151.0,31.0
1127,ZWE,Zimbabwe,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.112,141.5,23.5
17,ALB,Albania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.102,147.0,29.0
41,ARM,Armenia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.193,87.5,19.0
65,AZE,Azerbaijan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.204,73.5,12.0
